team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
LAN,4,6,1,0,1,0,1.0
ATL,6,7,1,6,0,1,0.0
MIA,7,13,1,6,1,0,1.0
TEX,2,5,2,3,0,1,0.0
MIL,3,9,1,2,1,0,1.0
CLE,1,8,1,4,0,1,0.0
MIN,4,10,2,1,1,0,1.0
WAS,3,8,2,3,0,1,0.0
NYN,4,5,3,3,1,0,1.0
COL,5,8,2,8,0,1,0.0
SDN,8,11,3,5,1,0,1.0
TBA,5,8,3,4,1,0,1.0
SEA,4,9,1,5,0,1,0.0
PHI,1,3,1,3,0,1,0.0
SFN,3,5,2,1,1,0,1.0
PIT,1,6,1,3,0,1,0.0
SLN,3,7,0,1,1,0,1.0
NYA,4,5,2,5,0,1,0.0
TOR,5,5,1,4,1,0,1.0
HOU,7,11,1,8,0,1,0.0
BAL,8,16,1,7,1,0,1.0
ANA,5,8,1,4,1,0,1.0
BOS,4,8,1,5,0,1,0.0
OAK,2,7,1,0,1,0,1.0
CHA,0,5,0,2,0,1,0.0
CHN,6,10,2,3,1,0,1.0
CIN,3,6,1,6,0,1,0.0
KCA,10,11,5,2,1,0,1.0
DET,2,7,1,10,0,1,0.0
ARI,3,9,2,9,0,1,0.0
LAN,9,14,4,3,1,0,1.0
ATL,5,5,2,4,1,0,1.0
MIA,4,12,0,5,0,1,0.0
TEX,1,4,0,0,1,0,1.0
MIL,0,4,0,1,0,1,0.0
CLE,7,9,2,3,1,0,1.0
MIN,3,9,0,7,0,1,0.0
WAS,7,10,1,4,1,0,1.0
NYN,4,9,0,4,0,1,0.0
COL,8,12,1,3,1,0,1.0
SDN,3,6,2,8,0,1,0.0
TBA,1,6,1,0,1,0,1.0
SEA,0,3,0,1,0,1,0.0
PHI,6,10,0,9,0,1,0.0
SFN,9,12,2,6,1,0,1.0
PIT,9,13,3,11,0,1,0.0
SLN,11,14,3,8,1,0,1.0
NYA,1,5,0,0,1,0,1.0
TOR,0,4,0,1,0,1,0.0
PIT,10,13,4,1,1,0,1.0
ANA,2,9,0,8,0,1,0.0
BOS,5,12,2,6,0,1,0.0
CLE,6,12,3,5,1,0,1.0
ARI,8,11,3,6,1,0,1.0
COL,6,11,2,7,0,1,0.0
BAL,5,7,2,8,0,1,0.0
NYA,8,8,4,5,1,0,1.0
BAL,8,9,2,10,0,1,0.0
NYA,11,12,3,8,1,0,1.0
TBA,10,14,1,3,1,0,1.0
SDN,4,10,1,10,0,1,0.0
TEX,4,8,3,19,0,1,0.0
TOR,19,21,4,4,1,0,1.0
CIN,6,11,3,7,0,1,0.0
WAS,7,11,2,6,1,0,1.0
PIT,10,17,2,7,1,0,1.0
ANA,7,10,0,10,0,1,0.0
NYN,3,10,0,5,0,1,0.0
ATL,5,13,1,3,1,0,1.0
HOU,6,9,2,2,1,0,1.0
CHA,2,7,0,4,0,1,0.0
HOU,1,4,0,2,0,1,0.0
CHA,4,10,0,0,1,0,1.0
BOS,7,17,1,4,1,0,1.0
CLE,6,9,2,7,0,1,0.0
ARI,9,11,4,3,1,0,1.0
COL,3,13,1,9,0,1,0.0
SEA,11,11,5,6,1,0,1.0
DET,6,13,2,10,0,1,0.0
SLN,2,5,0,0,1,0,1.0
KCA,0,4,0,1,0,1,0.0
LAN,15,15,6,1,1,0,1.0
MIA,1,4,0,15,0,1,0.0
MIN,7,9,2,3,1,0,1.0
MIL,5,10,1,7,0,1,0.0
BAL,3,6,3,8,0,1,0.0
NYA,8,15,1,3,1,0,1.0
CHN,2,5,1,3,0,1,0.0
PHI,4,9,1,2,1,0,1.0
TBA,7,11,2,4,1,0,1.0
SDN,5,7,0,6,0,1,0.0
OAK,2,5,1,3,0,1,0.0
SFN,3,6,0,2,1,0,1.0
TEX,0,5,0,3,0,1,0.0
TOR,3,6,3,0,1,0,1.0
CIN,1,9,0,3,0,1,0.0
WAS,3,6,2,1,1,0,1.0
PIT,4,6,0,6,0,1,0.0
ANA,7,10,0,3,1,0,1.0
NYN,4,12,0,6,0,1,0.0
ATL,6,8,0,4,1,0,1.0
HOU,9,15,3,9,0,1,0.0
CHA,13,15,2,9,1,0,1.0
BOS,5,12,3,0,1,0,1.0
CLE,1,5,0,5,0,1,0.0
ARI,6,12,2,7,0,1,0.0
COL,7,9,2,6,1,0,1.0
SEA,2,7,2,3,0,1,0.0
DET,3,12,0,2,1,0,1.0
SLN,6,8,1,0,1,0,1.0
KCA,0,5,0,6,0,1,0.0
LAN,9,12,4,1,1,0,1.0
MIA,1,3,1,9,0,1,0.0
MIN,5,6,3,5,0,1,0.0
MIL,6,11,1,5,1,0,1.0
BAL,5,10,0,6,0,1,0.0
NYA,6,7,1,5,1,0,1.0
CHN,1,4,1,11,0,1,0.0
PHI,11,13,3,1,1,0,1.0
TBA,2,6,1,7,0,1,0.0
SDN,7,10,1,2,1,0,1.0
OAK,9,15,3,5,1,0,1.0
SFN,5,7,1,9,0,1,0.0
TEX,7,10,2,3,1,0,1.0
TOR,3,6,0,7,0,1,0.0
CIN,7,13,3,17,0,1,0.0
WAS,17,17,3,7,1,0,1.0
CHA,7,9,3,5,0,1,0.0
ANA,8,11,2,7,1,0,1.0
SFN,7,13,1,0,1,0,1.0
ARI,0,3,0,7,0,1,0.0
NYN,10,23,2,7,1,0,1.0
ATL,8,11,6,10,0,1,0.0
SLN,1,2,0,2,0,1,0.0
CIN,2,7,0,1,1,0,1.0
SEA,7,14,1,2,1,0,1.0
DET,2,8,1,7,0,1,0.0
LAN,7,7,4,13,0,1,0.0
MIA,13,13,0,7,1,0,1.0
CLE,19,24,7,4,1,0,1.0
NYA,5,9,3,19,0,1,0.0
HOU,6,7,5,7,0,1,0.0
OAK,7,8,5,6,1,0,1.0
CHN,5,9,2,6,0,1,0.0
PHI,7,10,1,5,1,0,1.0
MIN,13,14,3,6,1,0,1.0
TEX,6,13,2,9,0,1,0.0
CHA,7,10,1,2,1,0,1.0
ANA,2,6,1,7,0,1,0.0
SFN,10,15,6,9,1,0,1.0
ARI,9,13,6,10,0,1,0.0
LAN,8,11,4,3,1,0,1.0
ATL,3,6,0,8,0,1,0.0
BAL,1,5,0,9,0,1,0.0
BOS,9,12,1,1,1,0,1.0
SLN,13,18,4,3,1,0,1.0
CIN,4,7,1,12,0,1,0.0
MIA,0,6,0,3,0,1,0.0
COL,3,5,2,0,1,0,1.0
NYN,1,8,0,4,0,1,0.0
KCA,4,8,0,0,1,0,1.0
CLE,2,4,2,2,0,1,0.0
NYA,3,10,0,2,1,0,1.0
HOU,2,9,0,3,0,1,0.0
OAK,3,8,2,2,1,0,1.0
SDN,4,7,0,7,0,1,0.0
PHI,8,12,3,4,1,0,1.0
CHN,2,5,0,3,0,1,0.0
PIT,3,5,0,2,1,0,1.0
DET,2,6,0,0,1,0,1.0
TBA,0,5,0,1,0,1,0.0
MIN,4,9,2,3,1,0,1.0
TEX,3,9,0,3,0,1,0.0
SEA,3,7,0,7,0,1,0.0
TOR,7,11,4,3,1,0,1.0
MIL,1,9,1,2,0,1,0.0
WAS,2,3,0,1,1,0,1.0
CHA,5,9,1,6,0,1,0.0
ANA,6,7,2,5,1,0,1.0
SFN,11,18,1,5,1,0,1.0
ARI,6,12,2,9,0,1,0.0
LAN,3,9,2,4,0,1,0.0
ATL,4,7,2,3,1,0,1.0
BAL,0,5,0,4,0,1,0.0
BOS,4,7,2,0,1,0,1.0
SLN,1,7,1,6,0,1,0.0
CIN,6,11,2,1,1,0,1.0
MIA,4,8,2,11,0,1,0.0
COL,11,13,5,4,1,0,1.0
NYN,4,11,0,1,1,0,1.0
KCA,1,4,0,4,0,1,0.0
CLE,5,9,0,5,0,1,0.0
NYA,6,8,4,5,1,0,1.0
HOU,4,10,2,8,0,1,0.0
OAK,8,13,0,4,1,0,1.0
SDN,5,12,0,3,1,0,1.0
PHI,3,6,1,5,0,1,0.0
CHN,2,4,1,0,1,0,1.0
PIT,0,4,0,2,0,1,0.0
DET,0,3,0,1,0,1,0.0
TBA,1,6,0,0,1,0,1.0
MIN,12,18,2,3,1,0,1.0
TEX,7,10,2,6,0,1,0.0
SEA,4,6,2,3,1,0,1.0
TOR,3,9,2,4,0,1,0.0
MIL,15,20,7,13,1,0,1.0
WAS,14,18,4,15,0,1,0.0
CHA,2,7,1,9,0,1,0.0
ANA,9,15,4,2,1,0,1.0
SFN,1,7,0,6,0,1,0.0
ARI,6,8,2,1,1,0,1.0
LAN,3,9,1,5,0,1,0.0
ATL,5,9,1,3,1,0,1.0
BAL,7,9,1,13,0,1,0.0
BOS,13,16,2,6,1,0,1.0
SLN,5,8,2,4,1,0,1.0
CIN,4,8,1,4,0,1,0.0
MIA,6,11,0,6,0,1,0.0
COL,7,10,3,6,1,0,1.0
NYN,11,16,2,4,1,0,1.0
KCA,5,6,0,11,0,1,0.0
CLE,8,11,3,4,1,0,1.0
NYA,4,9,1,8,0,1,0.0
HOU,4,10,1,1,1,0,1.0
OAK,1,6,1,4,0,1,0.0
SDN,3,9,2,2,1,0,1.0
PHI,2,4,0,3,0,1,0.0
CHN,7,9,3,1,1,0,1.0
PIT,1,7,1,7,0,1,0.0
DET,4,10,1,4,0,1,0.0
TBA,5,5,1,4,1,0,1.0
MIN,6,8,0,3,1,0,1.0
TEX,3,10,1,6,0,1,0.0
SEA,7,11,4,0,1,0,1.0
TOR,0,2,0,7,0,1,0.0
MIL,8,17,4,16,0,1,0.0
WAS,16,19,8,8,1,0,1.0
COL,3,9,1,5,0,1,0.0
ARI,5,6,2,3,1,0,1.0
KCA,5,6,2,4,1,0,1.0
BAL,4,7,2,4,0,1,0.0
SDN,3,5,1,2,1,0,1.0
CIN,2,8,1,2,0,1,0.0
DET,4,14,2,4,0,1,0.0
HOU,5,8,0,4,1,0,1.0
CHA,6,8,1,4,1,0,1.0
MIN,4,15,1,6,0,1,0.0
WAS,13,15,4,0,1,0,1.0
PIT,0,4,0,11,0,1,0.0
MIL,0,1,0,3,0,1,0.0
SLN,3,5,1,0,1,0,1.0
SEA,9,9,3,3,1,0,1.0
TBA,3,6,2,5,0,1,0.0
ANA,7,13,1,4,0,1,0.0
TEX,8,13,1,6,1,0,1.0
COL,7,13,1,3,0,1,0.0
ARI,8,9,1,4,1,0,1.0
MIA,1,8,1,3,0,1,0.0
ATL,5,7,2,1,1,0,1.0
KCA,1,6,0,4,0,1,0.0
BAL,4,7,1,1,1,0,1.0
PHI,3,7,0,2,1,0,1.0
BOS,2,6,1,3,0,1,0.0
SFN,3,6,2,5,0,1,0.0
CHN,5,9,3,3,1,0,1.0
SDN,2,4,1,3,0,1,0.0
CIN,3,5,1,1,1,0,1.0
DET,3,10,1,6,0,1,0.0
HOU,6,8,3,3,1,0,1.0
TOR,3,7,3,16,0,1,0.0
LAN,16,15,5,3,1,0,1.0
CHA,4,6,2,10,0,1,0.0
MIN,14,14,3,4,1,0,1.0
CLE,2,6,1,7,0,1,0.0
NYN,9,9,2,1,1,0,1.0
NYA,2,11,2,5,0,1,0.0
OAK,6,9,2,2,1,0,1.0
WAS,1,6,0,4,0,1,0.0
PIT,4,7,1,1,1,0,1.0
MIL,4,12,0,9,0,1,0.0
SLN,9,10,0,4,1,0,1.0
SEA,7,9,2,4,1,0,1.0
TBA,4,8,0,5,0,1,0.0
ANA,5,6,2,1,1,0,1.0
TEX,1,5,1,5,0,1,0.0
ANA,2,7,1,2,0,1,0.0
TEX,3,8,1,2,1,0,1.0
COL,7,13,0,2,1,0,1.0
ARI,2,4,2,7,0,1,0.0
MIA,0,7,0,5,0,1,0.0
ATL,5,3,2,0,1,0,1.0
KCA,1,7,1,8,0,1,0.0
BAL,8,12,4,1,1,0,1.0
PHI,5,6,1,2,1,0,1.0
BOS,2,8,1,5,0,1,0.0
SFN,11,13,4,12,0,1,0.0
CHN,12,14,3,10,1,0,1.0
SDN,2,6,1,2,0,1,0.0
CIN,4,10,1,2,1,0,1.0
DET,2,2,2,1,1,0,1.0
HOU,1,6,1,2,0,1,0.0
TOR,1,6,1,2,0,1,0.0
LAN,2,6,2,1,1,0,1.0
CHA,4,10,0,0,1,0,1.0
MIN,0,3,0,3,0,1,0.0
CLE,3,9,1,4,0,1,0.0
NYN,4,9,0,3,1,0,1.0
NYA,4,11,1,6,0,1,0.0
OAK,6,6,3,4,1,0,1.0
WAS,11,12,1,1,1,0,1.0
PIT,1,5,0,10,0,1,0.0
MIL,5,8,1,1,1,0,1.0
SLN,3,6,0,5,0,1,0.0
SEA,6,8,1,7,0,1,0.0
TBA,7,11,2,6,1,0,1.0
ANA,7,12,0,8,0,1,0.0
TEX,8,14,1,6,1,0,1.0
MIA,2,6,0,2,0,1,0.0
ATL,3,6,1,2,1,0,1.0
TBA,5,8,2,1,1,0,1.0
BAL,2,5,0,5,0,1,0.0
TEX,1,3,1,6,0,1,0.0
CHA,6,10,2,1,1,0,1.0
SFN,0,4,0,1,0,1,0.0
CHN,1,2,0,0,1,0,1.0
DET,3,5,2,6,0,1,0.0
HOU,6,9,1,3,1,0,1.0
TOR,2,5,1,3,0,1,0.0
LAN,3,4,0,2,1,0,1.0
CLE,0,2,0,2,0,1,0.0
NYN,2,5,0,0,1,0,1.0
NYA,3,8,2,5,0,1,0.0
OAK,5,10,0,3,1,0,1.0
WAS,7,14,2,1,1,0,1.0
PIT,1,7,1,7,0,1,0.0
COL,5,8,1,6,0,1,0.0
SLN,6,9,3,5,1,0,1.0
TBA,7,11,1,1,1,0,1.0
BAL,1,5,1,7,0,1,0.0
TEX,3,4,1,8,0,1,0.0
CHA,8,12,1,3,1,0,1.0
WAS,9,14,2,1,1,0,1.0
CHN,3,3,0,9,0,1,0.0
KCA,1,6,0,4,0,1,0.0
CLE,4,9,1,1,1,0,1.0
ANA,4,11,1,5,0,1,0.0
HOU,5,13,1,3,1,0,1.0
NYA,10,16,5,2,1,0,1.0
LAN,2,6,0,10,0,1,0.0
PHI,11,11,0,15,0,1,0.0
MIA,19,19,4,11,1,0,1.0
ARI,1,2,0,6,0,1,0.0
MIL,6,11,2,0,1,0,1.0
DET,9,17,1,6,1,0,1.0
MIN,6,9,4,9,0,1,0.0
ATL,2,8,0,1,1,0,1.0
NYN,1,6,1,2,0,1,0.0
CIN,2,8,1,3,0,1,0.0
PIT,3,9,0,2,1,0,1.0
BOS,11,14,2,0,1,0,1.0
SDN,0,5,0,10,0,1,0.0
TOR,4,11,0,6,0,1,0.0
SEA,7,12,2,3,1,0,1.0
COL,3,5,0,4,0,1,0.0
SLN,8,13,1,2,1,0,1.0
TBA,1,6,1,7,0,1,0.0
BAL,7,7,3,1,1,0,1.0
TEX,4,9,2,0,1,0,1.0
CHA,0,8,0,3,0,1,0.0
WAS,7,9,0,2,1,0,1.0
CHN,2,7,0,6,0,1,0.0
KCA,2,6,0,4,0,1,0.0
CLE,4,7,1,2,1,0,1.0
ANA,2,7,1,5,0,1,0.0
HOU,5,8,2,2,1,0,1.0
NYA,1,5,1,2,0,1,0.0
LAN,2,6,1,1,1,0,1.0
PHI,9,12,1,3,1,0,1.0
MIA,3,8,1,9,0,1,0.0
ARI,0,4,0,4,0,1,0.0
MIL,4,7,2,0,1,0,1.0
DET,5,12,1,8,0,1,0.0
MIN,8,11,3,4,1,0,1.0
ATL,9,11,3,5,1,0,1.0
NYN,5,11,1,9,0,1,0.0
SFN,10,13,2,5,1,0,1.0
OAK,5,10,1,10,0,1,0.0
CIN,0,7,0,13,0,1,0.0
PIT,14,10,2,0,1,0,1.0
BOS,5,10,1,4,1,0,1.0
SDN,4,7,1,5,0,1,0.0
TOR,7,7,2,4,1,0,1.0
SEA,5,8,1,7,0,1,0.0
COL,0,4,0,6,0,1,0.0
SLN,6,6,2,0,1,0,1.0
TBA,3,10,0,8,0,1,0.0
BAL,8,16,2,2,1,0,1.0
TEX,0,1,0,2,0,1,0.0
CHA,2,5,0,0,1,0,1.0
WAS,7,14,1,5,1,0,1.0
CHN,5,7,3,7,0,1,0.0
KCA,9,9,3,8,1,0,1.0
CLE,8,8,4,4,0,1,0.0
ANA,2,4,2,11,0,1,0.0
HOU,11,10,2,2,1,0,1.0
NYA,5,8,3,1,1,0,1.0
LAN,1,5,1,4,0,1,0.0
PHI,2,4,1,3,0,1,0.0
MIA,3,6,0,2,1,0,1.0
ARI,5,9,2,2,1,0,1.0
MIL,2,7,1,5,0,1,0.0
DET,4,9,0,7,0,1,0.0
MIN,7,5,2,4,1,0,1.0
ATL,2,3,2,1,1,0,1.0
NYN,1,7,0,2,0,1,0.0
SFN,5,8,1,4,1,0,1.0
OAK,4,7,2,4,0,1,0.0
CIN,8,11,3,8,0,1,0.0
PIT,9,12,0,8,1,0,1.0
BOS,1,4,1,3,0,1,0.0
SDN,3,5,1,1,1,0,1.0
TOR,1,5,0,2,0,1,0.0
SEA,3,4,1,1,1,0,1.0
COL,4,7,2,11,0,1,0.0
SLN,11,15,2,3,1,0,1.0
ATL,1,7,0,3,0,1,0.0
COL,3,6,1,1,1,0,1.0
OAK,19,22,4,4,1,0,1.0
KCA,4,11,1,19,0,1,0.0
CIN,6,10,3,3,1,0,1.0
MIA,3,5,2,6,0,1,0.0
SLN,12,12,2,2,1,0,1.0
MIL,2,9,0,10,0,1,0.0
PIT,5,13,1,6,0,1,0.0
PHI,6,11,4,5,1,0,1.0
LAN,3,7,2,2,0,1,0.0
SDN,4,4,0,3,1,0,1.0
NYA,5,9,3,4,1,0,1.0
SEA,4,4,2,5,0,1,0.0
ARI,6,11,1,1,1,0,1.0
SFN,4,9,0,4,0,1,0.0
TEX,2,6,1,5,0,1,0.0
ANA,5,5,1,1,1,0,1.0
MIN,3,8,2,1,1,0,1.0
CHA,1,6,1,3,0,1,0.0
BOS,10,10,3,6,1,0,1.0
COL,6,15,2,8,0,1,0.0
CLE,10,13,3,1,1,0,1.0
DET,1,3,0,4,0,1,0.0
TBA,1,7,1,13,0,1,0.0
HOU,15,18,3,1,1,0,1.0
OAK,2,5,0,1,1,0,1.0
KCA,1,9,0,1,0,1,0.0
CIN,8,12,3,5,1,0,1.0
MIA,5,10,1,8,0,1,0.0
SLN,6,11,2,3,1,0,1.0
MIL,3,7,1,6,0,1,0.0
CHN,5,11,2,2,1,0,1.0
NYN,2,6,2,5,0,1,0.0
PIT,5,11,2,4,1,0,1.0
PHI,4,11,1,4,0,1,0.0
LAN,9,14,2,0,1,0,1.0
SDN,0,5,0,9,0,1,0.0
NYA,7,11,2,0,1,0,1.0
SEA,0,3,0,6,0,1,0.0
ARI,3,7,1,2,1,0,1.0
SFN,2,5,0,3,0,1,0.0
ATL,1,7,0,3,0,1,0.0
TOR,3,10,1,1,1,0,1.0
BAL,2,5,0,0,1,0,1.0
WAS,0,4,0,2,0,1,0.0
TEX,3,7,0,0,1,0,1.0
ANA,0,3,0,3,0,1,0.0
MIN,8,12,3,2,1,0,1.0
CHA,2,9,0,8,0,1,0.0
BOS,7,12,4,4,1,0,1.0
COL,4,11,0,7,0,1,0.0
CLE,4,9,3,2,1,0,1.0
DET,2,7,1,4,0,1,0.0
TBA,6,7,2,7,0,1,0.0
HOU,8,10,1,6,1,0,1.0
OAK,4,8,2,6,0,1,0.0
KCA,6,9,2,4,1,0,1.0
CIN,5,7,2,0,1,0,1.0
MIA,0,4,0,5,0,1,0.0
SLN,1,7,1,3,0,1,0.0
MIL,4,6,1,1,1,0,1.0
CHN,10,12,3,6,1,0,1.0
NYN,7,14,2,9,0,1,0.0
PIT,3,9,2,11,0,1,0.0
PHI,12,17,2,3,1,0,1.0
LAN,6,9,0,4,1,0,1.0
SDN,4,5,1,4,0,1,0.0
NYA,7,11,4,3,1,0,1.0
SEA,3,3,1,7,0,1,0.0
ATL,9,11,2,3,1,0,1.0
TOR,4,10,0,7,0,1,0.0
BAL,4,9,2,8,0,1,0.0
WAS,8,13,1,4,1,0,1.0
LAN,5,7,1,11,0,1,0.0
ARI,11,16,1,5,1,0,1.0
MIN,10,16,3,3,1,0,1.0
CHA,5,12,0,10,0,1,0.0
PIT,11,15,3,8,1,0,1.0
COL,8,12,1,11,0,1,0.0
CLE,2,7,1,0,1,0,1.0
DET,0,4,0,2,0,1,0.0
TBA,9,14,2,6,1,0,1.0
HOU,8,8,3,9,0,1,0.0
OAK,9,14,1,6,1,0,1.0
KCA,8,11,1,8,0,1,0.0
CIN,3,6,1,4,0,1,0.0
MIA,4,9,4,1,1,0,1.0
CHN,4,6,2,1,1,0,1.0
NYN,1,5,1,4,0,1,0.0
SDN,5,8,2,3,1,0,1.0
SFN,3,8,1,5,0,1,0.0
SEA,5,7,0,3,1,0,1.0
TEX,3,7,1,3,0,1,0.0
BOS,7,8,3,6,1,0,1.0
ANA,6,11,2,7,0,1,0.0
LAN,4,10,0,4,0,1,0.0
ARI,5,8,2,4,1,0,1.0
CHA,7,7,1,8,0,1,0.0
ATL,10,13,1,6,1,0,1.0
MIL,1,8,0,6,0,1,0.0
CHN,7,11,3,1,1,0,1.0
PIT,9,16,1,4,1,0,1.0
COL,4,10,2,8,0,1,0.0
MIN,13,14,1,5,1,0,1.0
DET,5,12,2,11,0,1,0.0
BAL,14,21,1,2,1,0,1.0
KCA,2,6,1,14,0,1,0.0
OAK,8,12,2,2,1,0,1.0
NYA,2,6,0,8,0,1,0.0
NYN,11,12,3,5,1,0,1.0
PHI,5,12,0,11,0,1,0.0
SDN,3,6,1,7,0,1,0.0
SFN,8,13,2,2,1,0,1.0
CLE,0,5,0,4,0,1,0.0
TBA,4,8,1,0,1,0,1.0
SEA,3,10,0,5,0,1,0.0
TEX,6,7,1,2,1,0,1.0
HOU,7,13,1,3,1,0,1.0
TOR,4,8,3,6,0,1,0.0
MIA,6,8,2,6,0,1,0.0
WAS,7,9,0,6,1,0,1.0
BOS,4,9,0,10,0,1,0.0
ANA,10,13,1,3,1,0,1.0
LAN,5,10,2,6,0,1,0.0
ARI,6,6,3,5,1,0,1.0
CHA,5,13,0,11,0,1,0.0
ATL,11,12,1,3,1,0,1.0
MIL,2,8,0,0,1,0,1.0
CHN,0,6,0,2,0,1,0.0
PIT,11,18,3,4,1,0,1.0
COL,4,9,2,9,0,1,0.0
MIN,7,10,6,9,0,1,0.0
DET,10,15,2,7,1,0,1.0
BAL,5,5,3,4,0,1,0.0
KCA,7,8,2,5,1,0,1.0
OAK,3,8,1,4,0,1,0.0
NYA,4,6,4,3,1,0,1.0
NYN,6,13,0,2,1,0,1.0
PHI,3,9,1,6,0,1,0.0
SDN,4,11,1,1,1,0,1.0
SFN,1,9,1,4,0,1,0.0
CIN,6,7,1,10,0,1,0.0
SLN,10,12,2,6,1,0,1.0
CIN,2,3,2,2,0,1,0.0
SLN,3,8,0,2,1,0,1.0
CLE,6,11,2,8,0,1,0.0
TBA,9,11,4,6,1,0,1.0
SEA,2,9,0,3,0,1,0.0
TEX,3,6,0,2,1,0,1.0
HOU,4,6,0,6,0,1,0.0
TOR,6,10,2,4,1,0,1.0
MIA,0,2,0,7,0,1,0.0
WAS,7,8,4,0,1,0,1.0
BOS,4,8,2,3,1,0,1.0
ANA,3,8,1,4,0,1,0.0
LAN,4,9,4,3,1,0,1.0
ARI,3,8,0,4,0,1,0.0
CHA,3,5,0,5,0,1,0.0
ATL,5,6,2,3,1,0,1.0
MIL,4,7,1,0,1,0,1.0
CHN,0,4,0,4,0,1,0.0
PIT,6,14,2,2,1,0,1.0
COL,2,5,1,3,0,1,0.0
MIN,8,12,0,3,1,0,1.0
DET,3,8,1,8,0,1,0.0
BAL,4,8,0,6,0,1,0.0
KCA,6,11,1,3,1,0,1.0
OAK,4,4,1,5,0,1,0.0
NYA,5,6,2,4,1,0,1.0
NYN,2,4,1,5,0,1,0.0
PHI,5,9,1,2,1,0,1.0
SDN,8,13,3,4,1,0,1.0
SFN,4,7,2,8,0,1,0.0
CIN,3,5,1,2,0,1,0.0
SLN,4,6,0,3,1,0,1.0
CIN,5,7,2,3,1,0,1.0
SLN,3,6,1,4,0,1,0.0
CLE,2,6,0,8,0,1,0.0
TBA,8,14,1,2,1,0,1.0
SEA,11,13,3,3,1,0,1.0
TEX,3,9,0,11,0,1,0.0
HOU,2,5,1,0,1,0,1.0
TOR,0,0,0,2,0,1,0.0
MIA,3,4,1,8,0,1,0.0
WAS,9,9,4,3,1,0,1.0
SDN,7,12,1,14,0,1,0.0
ARI,14,18,4,3,1,0,1.0
TOR,3,5,2,3,0,1,0.0
ATL,6,4,2,3,1,0,1.0
SEA,1,4,0,5,0,1,0.0
CHN,5,7,0,1,1,0,1.0
PHI,7,6,4,1,1,0,1.0
CIN,1,7,1,7,0,1,0.0
CHA,3,10,0,11,0,1,0.0
CLE,11,11,2,1,1,0,1.0
MIN,4,14,1,3,1,0,1.0
DET,3,9,1,4,0,1,0.0
COL,9,12,4,13,0,1,0.0
LAN,16,17,7,9,1,0,1.0
HOU,3,10,2,2,1,0,1.0
MIL,2,6,2,3,0,1,0.0
TEX,7,12,3,0,1,0,1.0
NYA,0,6,0,7,0,1,0.0
SFN,1,5,1,3,0,1,0.0
SLN,3,6,0,1,1,0,1.0
BAL,4,10,1,5,0,1,0.0
TBA,5,6,1,4,1,0,1.0
NYN,7,11,1,3,1,0,1.0
WAS,3,5,1,7,0,1,0.0
SDN,1,7,0,2,0,1,0.0
ARI,2,7,0,1,1,0,1.0
TOR,2,6,1,7,0,1,0.0
ATL,7,8,0,2,1,0,1.0
MIN,6,8,2,5,1,0,1.0
BOS,5,6,2,6,0,1,0.0
SEA,1,9,0,6,0,1,0.0
CHN,6,8,3,1,1,0,1.0
PHI,6,10,1,2,1,0,1.0
CIN,2,6,0,6,0,1,0.0
CHA,6,7,3,5,1,0,1.0
CLE,5,6,2,6,0,1,0.0
DET,5,14,0,6,0,1,0.0
KCA,6,9,2,5,1,0,1.0
COL,3,8,2,5,0,1,0.0
LAN,5,6,3,3,1,0,1.0
HOU,2,6,1,4,0,1,0.0
MIL,4,9,1,2,1,0,1.0
TEX,1,3,1,10,0,1,0.0
NYA,10,11,5,1,1,0,1.0
ANA,5,8,3,6,0,1,0.0
OAK,7,6,1,5,1,0,1.0
MIA,5,7,2,4,1,0,1.0
PIT,4,4,1,3,0,1,0.0
SFN,0,2,0,1,0,1,0.0
SLN,1,5,1,0,1,0,1.0
BAL,4,11,2,2,1,0,1.0
TBA,2,5,1,4,0,1,0.0
BAL,0,5,0,2,0,1,0.0
TBA,2,7,1,0,1,0,1.0
NYN,10,11,4,11,0,1,0.0
WAS,11,15,2,6,1,0,1.0
SDN,1,3,1,4,0,1,0.0
ARI,4,9,1,1,1,0,1.0
MIN,2,8,1,6,0,1,0.0
BOS,6,9,2,2,1,0,1.0
PHI,5,7,3,8,0,1,0.0
CIN,8,9,3,5,1,0,1.0
CHA,6,13,2,8,0,1,0.0
CLE,8,14,1,6,1,0,1.0
DET,4,8,0,5,0,1,0.0
KCA,5,12,1,4,1,0,1.0
COL,3,7,0,7,0,1,0.0
LAN,7,8,2,3,1,0,1.0
TEX,1,7,1,4,0,1,0.0
NYA,4,6,2,1,1,0,1.0
ANA,0,5,0,4,0,1,0.0
OAK,4,5,3,0,1,0,1.0
MIA,5,10,2,5,0,1,0.0
PIT,6,10,1,4,1,0,1.0
SFN,9,15,3,6,1,0,1.0
SLN,8,13,1,6,0,1,0.0
NYN,8,13,3,4,1,0,1.0
WAS,4,11,0,8,0,1,0.0
WAS,2,3,1,4,0,1,0.0
ATL,4,6,1,2,1,0,1.0
TEX,3,5,1,1,1,0,1.0
BAL,1,10,0,3,0,1,0.0
MIN,2,2,0,1,1,0,1.0
BOS,1,4,1,2,0,1,0.0
PHI,3,7,1,4,0,1,0.0
CIN,4,9,3,3,1,0,1.0
CHA,7,12,1,1,1,0,1.0
CLE,1,1,0,6,0,1,0.0
SEA,9,12,4,10,0,1,0.0
